DATE,REGION,Predicted_Rainfall,Predicted_Temperature
2022-07-01,Central,2.163328375853781,31.516024399659788
2022-08-01,Central,4.735989937225109,28.701324052715922
2022-09-01,Central,2.15804760237701,28.879011050093325
2022-10-01,Central,0.3083539819484308,29.262241636814107
2022-11-01,Central,0.01836421453469999,26.83929164914957
2022-12-01,Central,0.026835982358342884,23.864305469662973
2023-01-01,Central,0.019130822524295463,22.839390876202216
2023-02-01,Central,0.0009286991095082707,25.609000579688
2023-03-01,Central,0.011354382476796503,27.680592259025893
2023-04-01,Central,0.07386484795241466,31.389323496716806
2023-05-01,Central,0.3002625306663095,33.005810902344145
2023-06-01,Central,0.6188944915463672,33.681629944460774
2023-07-01,Central,2.3915414164423066,31.277221105719512
2023-08-01,Central,2.4388490024262226,30.61107035076936
2023-09-01,Central,2.859461969537486,29.272782257001328
2023-10-01,Central,0.5587484780266013,29.642893537916553
2023-11-01,Central,0.02326629674583721,26.786357097812726
2023-12-01,Central,0.027488935424937085,24.462806872302462
2024-01-01,Central,0.0013272398505002922,22.84369700439228
2024-02-01,Central,0.0008279693693815178,24.18136086621496
2024-03-01,Central,0.0009181267069398247,27.878122733035784
2024-04-01,Central,0.0674243196096681,30.873453413584944
2024-05-01,Central,0.19547297476409875,33.16714582016726
2024-06-01,Central,1.0201665916064213,33.96394302417807
2024-07-01,Central,2.406112591526374,32.36672694823402
2024-08-01,Central,4.115923394773954,29.71697013840362
2024-09-01,Central,2.007391683826422,29.53879222874793
2024-10-01,Central,0.4698835231349009,30.52018786283959
2024-11-01,Central,0.08262892687635992,27.566641035575934
2024-12-01,Central,0.021930680443137795,23.689451184690565
2022-07-01,East,2.418418176581137,31.27268974794108
2022-08-01,East,2.9503953996350436,29.995285664312085
2022-09-01,East,1.1912834329606417,30.875734921266076
2022-10-01,East,0.2012985216503551,29.931569600273424
2022-11-01,East,0.0817666760063174,27.089729428073092
2022-12-01,East,0.13012254063256143,24.711859022460647
2023-01-01,East,0.10454905443105296,22.728094024735036
2023-02-01,East,0.07238242698028911,23.38810498843842
2023-03-01,East,0.039368213102106836,27.098342484853355
2023-04-01,East,0.13556107533654443,30.667911097134056
2023-05-01,East,0.19399694649058946,32.88291047596826
2023-06-01,East,1.5573096424763309,33.66949779208679
2023-07-01,East,2.044869712878486,31.529344233387956
2023-08-01,East,1.8295713483214544,31.368920692783973
2023-09-01,East,0.5687504453311167,31.997201580433288
2023-10-01,East,0.28474127798894844,30.71638747629835
2023-11-01,East,0.3544433908634144,27.151464639353666
2023-12-01,East,0.10746671537093025,24.55473442985716
2024-01-01,East,0.05745995733411978,23.429045845549933
2024-02-01,East,0.021780491725242948,24.256260964411013
2024-03-01,East,0.07609017176902684,26.81725776472773
2024-04-01,East,0.12796003652672808,30.25706380670219
2024-05-01,East,0.38263632805900516,32.86163742549688
2024-06-01,East,0.8680287916075846,33.85107320042935
2024-07-01,East,1.8143085344705583,33.035294800505895
2024-08-01,East,2.027241402951295,31.64221149536412
2024-09-01,East,1.2843481396651903,30.861971521999777
2024-10-01,East,0.5025228788577004,30.538902819511588
2024-11-01,East,0.23735637483157584,27.37175239788652
2024-12-01,East,0.07648414636067766,24.089558264600697
2022-07-01,North,0.36576507520023654,34.12207529081878
2022-08-01,North,0.48568654776022996,33.988408338592755
2022-09-01,North,0.3349693119604992,32.47378872657599
2022-10-01,North,0.021684659801852756,29.588247337282752
2022-11-01,North,0.0059012913572934825,22.92111705779658
2022-12-01,North,0.02252346178606311,19.262738371204847
2023-01-01,North,0.0023391010123856378,18.06142979122811
2023-02-01,North,0.0008381052052047477,20.068560222428705
2023-03-01,North,0.00085446018044347,23.944494942766493
2023-04-01,North,0.01820685171907862,29.032992665724564
2023-05-01,North,0.01604782292922801,31.438763935610137
2023-06-01,North,0.08168923849093736,33.531683555711155
2023-07-01,North,0.24824839260319917,34.26241175597791
2023-08-01,North,0.5700799373339244,33.73818602008135
2023-09-01,North,0.17099833565755015,32.93259678459222
2023-10-01,North,0.05104474015350888,29.042619979429343
2023-11-01,North,0.01553529678415487,24.488866376086825
2023-12-01,North,0.0020988729604385203,19.635976202552833
2024-01-01,North,0.0008046784089479568,19.015630011110016
2024-02-01,North,0.0008105492700720969,20.71420004854563
2024-03-01,North,0.0008561848538546382,23.368052303384516
2024-04-01,North,0.0036709913296450406,27.946261188226707
2024-05-01,North,0.01709695841185796,31.82207152580867
2024-06-01,North,0.08315384966221248,33.68608207174612
2024-07-01,North,0.21450789194188816,34.18773846043004
2024-08-01,North,0.6900544078417244,33.9349848987994
2024-09-01,North,0.4164966793619213,32.16323027782598
2024-10-01,North,0.11139738523853165,30.523977647146143
2024-11-01,North,0.003065045185278888,23.51121131663506
2024-12-01,North,0.0009295930738053973,19.959563346569638
2022-07-01,South,6.388909897567163,26.75433527301313
2022-08-01,South,6.566012836816318,25.7207654591438
2022-09-01,South,6.880247347543209,25.93363780922326
2022-10-01,South,4.006144195287981,25.65827922930349
2022-11-01,South,1.1885638072882871,25.726237617026804
2022-12-01,South,0.037109265833529984,26.299202689994775
2023-01-01,South,0.014381559016250246,26.69973324660767
2023-02-01,South,0.007173760954080579,27.74501561164685
2023-03-01,South,0.02916126523728613,30.673243805448784
2023-04-01,South,0.36765267129958834,32.84845195696377
2023-05-01,South,3.3632590100967104,31.595776340500105
2023-06-01,South,3.798494004979686,30.100647582899015
2023-07-01,South,6.15327969992078,26.69369828717262
2023-08-01,South,6.69455973705145,25.728341921065308
2023-09-01,South,6.3862296066329725,26.471877876523735
2023-10-01,South,4.155516758766981,26.656209393964783
2023-11-01,South,0.24499108738771136,26.618875169779542
2023-12-01,South,0.08720992832944603,27.083109066707035
2024-01-01,South,0.03867973766498384,26.67252836696507
2024-02-01,South,0.0030195916932413995,27.676077301161644
2024-03-01,South,0.0591944598583389,30.79276412875198
2024-04-01,South,0.7384024185998149,32.37078662484657
2024-05-01,South,1.5113163713605418,32.40033228380166
2024-06-01,South,3.9024609506063315,30.047443616450536
2024-07-01,South,5.923828743801036,27.24003159182452
2024-08-01,South,6.794899375708537,26.16495189567761
2024-09-01,South,6.1934898521231245,25.74294623161973
2024-10-01,South,4.735704021505383,26.20933470971771
2024-11-01,South,1.9172456942225926,25.911050289627777
2024-12-01,South,0.07567076223633852,25.856896960826113
2022-07-01,West,4.530034108556079,28.603841060613277
2022-08-01,West,5.283495089353365,27.15102407244377
2022-09-01,West,4.914031102236624,26.348469016172483
2022-10-01,West,2.097561228240684,26.332752014917705
2022-11-01,West,0.08524421543331882,23.823250335998214
2022-12-01,West,0.01469975944553584,22.763778925266777
2023-01-01,West,0.0015638899858899367,22.3020374422931
2023-02-01,West,0.0016647039003034312,24.50084518499635
2023-03-01,West,0.0025949352297190485,27.84336445172192
2023-04-01,West,0.11456330577052397,30.91148554922968
2023-05-01,West,0.830231908168229,32.033493101366325
2023-06-01,West,2.5400391774582793,31.34324881791822
2023-07-01,West,4.66658787020706,28.5901781098682
2023-08-01,West,5.5670566941153,26.986277098298128
2023-09-01,West,4.388692253303048,27.154400653917772
2023-10-01,West,1.5871474156402305,26.480979300568503
2023-11-01,West,0.03781855841307928,24.918988020881347
2023-12-01,West,0.024799344322885428,24.05846171940242
2024-01-01,West,0.0015570353934404699,22.715039623355562
2024-02-01,West,0.0012661277672897503,23.410561265463063
2024-03-01,West,0.019159978933198703,27.912163028582487
2024-04-01,West,0.20367026506218838,30.826034487368887
2024-05-01,West,0.578137833958843,32.17693015140967
2024-06-01,West,2.184924699536242,32.06587020793056
2024-07-01,West,3.842304039580138,29.730243954844084
2024-08-01,West,5.429186875872068,27.68631039993274
2024-09-01,West,4.65264096027856,26.590682982050044
2024-10-01,West,2.7713829511179386,26.485111082512518
2024-11-01,West,0.19741906203747925,25.490255585735785
2024-12-01,West,0.005948160154551502,22.67047001860828
